id_name,text,location,Label
x478567620,"Test PCR swab mahal

Vaksin bayar

Bansos dikorupsi

Teriak2 hindari kerumunan tapi pilkada tetep jalan

Ya Allah indonesia :(",Bandung - Balikpapan,Negatif
x113268943,@AlifKamal__ @jokowi Dahulukan para pejabat yg di vaksin,Lampung,Positif
x287060656,Rasa mcm tempat kena cucuk vaksin semalam sakit lagi. Nasib baik je la tak demam.,"Selangor, Malaysia",Negatif
x3238740078,@kumparan Vaksin organik,,Positif
x110161764,"Vaksin china datang setelah Biden menang, supaya trump tidak ganggu agenda china di Indonesia",cayman islands,Negatif
x1069435390086471680,@squidwardfess Aamiiinn. Anabul ku juga blm aku vaksin,,Positif
x1233363137258127360,"@imyo0urssss Awokokoko

Rc

Grooming 2x sebulan

Obat cacing rutin

Vaksin","Yogyakarta, Indonesia",Negatif
x818264026610184192,@msaid_didu @KPK_RI denger bukannya sudah ada pembayaran utk vaksin tertentu ya.. bahkan sblm vaksin tsb diproduksi... makanya bs langsung tiba di Indonesia..,jakarta,Positif
x1286285271923699712,@qorygore Rakyat indonesia lebih dari sejuta bapak presiden <U+0001F923><U+0001F923> palingan juga hanya orang dalem yang pakek ni vaksin,"Kota Surabaya, Jawa Timur",Negatif
x1112753383377534976,"@collegemenfess kan ini lagi uji coba mau fix vaksin dan kampus ku biasanya surat edaran semester genap tuh Januari mau akhir, jadi 60:40 deh kesempatan nya wkwk",,Positif
x1293933948452532233,"@littlewinwinb Gw ilang respect semenjak masalah vaksin kalau gak salah, gw langsung unfol hahahhah",,Negatif
x1327015340207792128,"@msaid_didu @KPK_RI Rakyat blum tentu mau divaksin, eeeh setan2 penjual vaksin sdh pada rebutan cuan bisnis vaksin ! Rakyat cumak dijadikan obyek bisnis vaksin gak peduli resikonya bikin sehat apa mati ! <U+0001F479><U+2620>","Switsemalph, British Columbia",Negatif
x1327015340207792128,@BERKARYA_NET Maksutnya gmn min? Ada apa dg vaksin ? <U+0001F631>,"Switsemalph, British Columbia",Positif
x1027752696864944128,"ada sebuah cerita di negeri wakanda, udah borong banyak vaksin... eh sama pabriknya nggak dijamin khasiatnya... tekor lagi aja #telek","Negara, Indonesia",Negatif
x3198142350,"@kumparan Kalau ada pilihan begini bagus. Sehingga Rakyat akan memilih mana yg #Halal, jika Negara2 Islam seperti Arab Saudi, Turki, Maroko mereka sudah menggunakan vaksin yg tersedia di dunia, maka umat Islam akan ikut, tapi jika tidak halal yakin sedikit yg mau.","Jakarta Selatan, DKI Jakarta",Negatif
x950665175018897408,"@msaid_didu @KPK_RI Ada makelar vaksin..

Ada makelar utang..

Ada rakyat tukang bayar semuanya...",,Negatif
x41767168,"""Mohon di isi linknya ya.. biar dpt vaksin""



Isi gak ya...........","Depok, Indonesia",Negatif
x1127101655374131200,"@txtdrpemerintah Di sini pemerintah semakin memperlihatkan kalo mereka berambisi untuk membuat masyarakat wajib vaksin..

Dah lah tai.Mlz.","Shibuya-ku, Tokyo",Negatif
x462965631,@Dikky87792395 @Hansip__TL @UyokTweet Sebab negara lain punya kekuatan dan pengaruh kalau ada masalah dengan vaksin bisa menuntut pertanggungjawabannya yg bisa merepotkan <U+0001F601><U+0001F917>,Jakarta -Magelang,Positif
x774035152691486721,@bernamadotcom @MuhyiddinYassin @NajibRazak Twitter Apps ade reaksi <U+2764><U+FE0F>saje.Klau mcm FB yg ada <U+0001F44D><U+0001F602><U+0001F914><U+0001F621>maka twitter feed ini pasti berjuta reaksiâ€<U+0001F621>â€.Sbb vaksin ni virus Covid19 lemah lah kononn yg dibuat oleh org cina China utk bunoh virus Covid19 yg dicipta sendiri secara gene mutations oleh cina China.Gila ke Tak Gila?,Xian Province China,Negatif
x104960963,"Vaksin udh ada aku gpp belakangan aja, tapi asal bisa kerja dari rumah sampe vaksin sudah benar benar teruji klinis hehe",Bandung-Bali,Positif
x1166897312410431488,"@Ronnie_Rusli @DonAdam68 Gak deh, walau sy cuma pegawai pelaksana, kalo utk suntik vaksin (yg entah lulus uji klinis apa engga) mending nolak","Purwokerto Utara, Indonesia",Positif
x779479831,Kurang lebih 75jt orang bayar vaksin kalo sinovac males,Jokja jakata,Negatif
x1675625000,"@pentjitraan @penyok_goblok GAMAU!!! Vaksin aja adekku dirapel 2x kan sama aja darahnya sama, satu rahim dia juga suka bgt sama suntikan, dah jauh-jauh<U+0001F620>",<U+2606>Under the protection of Allah,Negatif
x3179027227,"@Ronnie_Rusli @erickthohir Ya elaah bang,Ellu kaya ga tau rang orang kek mereka,bisa saja mereka beli surat keterangan sudah divaksin,atau di foto lagi vaksin padahal obatnya vitamin.apa sih yg mereka kaga bisa.utk kelinci percobaan ya orang2 susah kek kita.ngerinya,anak di DO gegara kaga mau vaksin.","Gunung Kerinci, Indonesia",Negatif
x103832104,"@anggiedwidowati bohong2 itu vaksin, alat bisnis sj, corona sama dgn teroris dimana2 ada menurut media tapi di lapangan g ada",Sulsel Indonesia,Negatif
x1127467202,"@susipudjiastuti kalo virus berarti butuh vaksin kan bu, nah kalo gitu nih ya vaksin anti korupsi apa ya bu","<U+2708>Jakarta Selatan, DKI Jakarta<U+2708>",Negatif
x769718703436931072,@mandupeachy Soal vaksin yg mulai masuk ke INA ta.. kn bnyk pro kontra.. nh pro kontra ini gk cuma di awam tapi kalangan nakes juga.. makanya aku stuju nih.. prlu bijak berkomentar aplgi nakes.. takudnya hbisÂ²an kontra soal vaksin coronces.. + bkin org awam gk mau vaksin.. eh vaksinnya bagus,BJD,Positif
x769718703436931072,@mandupeachy Kan jadi bkin kerugian.. mana sblum di takutin juga orgÂ² kita dh bnyk yg anti vaksin... Jadi dri pda blunder mending menahan diri...,BJD,Positif
x1630776108,ogah bangetttt gue vaksin copeddddd,ID,Negatif
x3002812506,@t_dimana Trial (uji klinis) tdk melibatkan subjek dibawah 16 thn.. shg sementara blm ada yg merekomendasikan utk usia dibawah 16 thn. Apakah ada trial vaksin pada usia dibawah 16 thn? Coba kita tanya dr dirga @dirgarambe,"Yogyakarta, Solo, Jakarta",Positif
x3002812506,"Bagaimana dengan kelompok orang yang tidak terwakili dalam penelitian ini, seperti anak-anak, wanita hamil, dan pasien yang mengalami gangguan sistem imun dari berbagai jenis?? Mereka tdk bs mendapatkan vaksin? Pertanyaan akan selalu muncul :) #vaksincorona","Yogyakarta, Solo, Jakarta",Positif
x3002812506,2 dosis vaksin kan ya? Apa yang terjadi pada sejumlah besar penerima yang tak terelakkan yg melewatkan dosis kedua mereka? Berapa lama vaksin akan tetap efektif? Apakah vaksin mencegah penyakit tanpa gejala dan membatasi penularan? #vaksincorona,"Yogyakarta, Solo, Jakarta",Positif
x3002812506,"@Makmur13745478 Vaksin influenza scra umum ada. Dan harus booster tiap tahun, krn strain virus selalu berubah. Fyi, vaksin itu bukan obat utk menyembuhkan. ini merupakan pencegah agar tdk tjd infeksi. Harapannya vaksin memicu timbulnya kekebalan tubuh yg melawan virus","Yogyakarta, Solo, Jakarta",Positif
x1119218906378334208,@Ronnie_Rusli Katanya kan buat petugas medis dulu. Apa iya petugas medis mau? Disuntik sediaan vaksin yg publikasi uji klinis pase III nya belum ada? Kalau disuntik plasebo gpp lah. hehehe...,,Positif
x326617860,@abipanjoul @txtdrpemerintah Gak laku..sekarang jualannya vaksin.. obatnya udah landing,"Jakarta Selatan, DKI Jakarta",Negatif
x1303490877235421184,"@txtdrpemerintah maklum teman"" ini akhir tahun jadi, para pejabat mau liburan yah klw gak di vaksin takut nya mati kan sayang duit hasil KORUPSI nya gak dinikmati. <U+0001F612>",,Negatif
x59823632,"Seandainya distribusi vaksin corona bisa seperti distribusi vaksin poppy di Kingmans pasti bakalan cepat kelar pandemin ini. Tinggal pencet di laptop, ribuan drone mengudara membawa vaksin ke pelosok dunia.",Indonesia,Positif
x1119416486513319936,"@imnanaas @penyok_goblok Berarti kalau sekarang ada petugas dateng utk nyuntik vaksin covid yg dibeli pemerintah, nggak takut dong.",Wakanda,Positif
x1310836711606251520,"@qorygore Namanya vaksin, kegunaan untuk memperkaya kaum elit hiyahiya. Asw emang",,Negatif
x754047303787229184,"@Ronnie_Rusli Akal saya ga nyampe bang, pandemi kok ya vaksin bayar..",kampong dokoh,Negatif
x754047303787229184,@ernestprakasa @jokowi lo kira gratis tuh vaksin....lo duluan di vaksin jg gpp kalo gratis...yg lain mah belakangan aja...,kampong dokoh,Negatif
x754047303787229184,@dr_koko28 Membagikan atau dagang vaksin ke rakyatnya ?,kampong dokoh,Negatif
x754047303787229184,"@Ronnie_Rusli Semua orang tahu vaksin pencegahan, tapi beda statusnya covid19 itu Pandemi...siapapun bisa kena, tapi. Cancer cervical bukan status penyakit pandemi wajar vaksinya ga gratis.",kampong dokoh,Positif
x1295656532172890112,"@corbuzier @ernestprakasa @jokowi Vaksin setidaknya, sudah baik mampu melegakan masyarakat bumi, dan sudah diproduksi artinya,fokus bagi sebagian negara mempercayainya, sembuh hanyalah waktu yang mampu menyedikitkan pasien covid-19.Dan Allah, menulis kembali kisah keberuntungan amin<U+0001F62D><U+0001F64F><U+0001F1EE><U+0001F1E9><U+2764><U+FE0F><U+0001F9B8><U+200D><U+2642><U+FE0F>",,Positif
x2838413258,besok ternyata ada korupsi pengadaan vaksin eh,,Negatif
x1034291581631705088,"@AbdlJbrl @EnggalPMT coba deh baca risetnya rockfeller foundation, nnti mungkin kita akan di fase gelud karena kalo ga di vaksin akan dipidana",Jakarta,Negatif
x1034291581631705088,"@o_rips relawan : ""gimana cara ngobatinnya?""

saintis : "" jangankan efek vaksin, obat vaksin aja kita ga tau corona bisa sembuh atau engga""",Jakarta,Positif
x2639103030,"@EndahNadia2 vaksin beda sama imunisasi

dan kita bakal trus reuse vaksin ?

belum juga dampak efek samping",,Negatif
x896054418839281664,Jauhkan lah aku dari jadi seorang anti vaksin <U+0001F623>,,Negatif
x59654313,"@antaranews Wkwkw....vaksin ga vaksin kalian, gw ga percaya lu lu DPR!!","Pangandaran, Indonesia",Negatif
x314679199,"@inisifani Akun resmi presiden udah dengan bangga mengumumkan kedatangan vaksin ini.

Gol bunuh diri mulu. Gak bosen2",Jakarta,Negatif
x1314045869155516416,"@Mansurmhd7 @Jokmin2020 @Nantorie3 @SangChoDockZ @ApriliaLin Lah sebelum di vaksin gw udh kemana mana bos malah masih ngumpul sama tmen gw jalan"" ketempat rame smpe skrg dri pas lockdown smpe new normal tapi. Jrang pake masker lagi pdhl ktanya di daerah gw covid lagi tinggi tapi Alhamdulillah masih sehat",,Negatif
x1152394723673292800,"@Hangyulpadamu Ikrrr, udah dateng sih si vaksin cm kan mesti cek sana sini, ga tau cocok ato gak nya juga.. Masih butuh banyak uji coba dulu, so better dari kita yg jaga2 diri..



Smoga kita sehat2 terus ya<U+2764>",xÂ¹ â€¢ <U+0299><U+1D00><U+1D07>Â¹7Â³ â€¢ <U+1D18><U+1D1B><U+0262> â€¢ <U+1D05><U+1D00><U+028F>6 â€¢ <U+0274><U+1D04><U+1D1B>,Positif
x473717300,"@NenkMonica @susipudjiastuti Vaksin korupsi TENGGELAMIN dilaut, di kaki di kasih besi seberat 150kg supaya tidak ngapung <U+0001F92A> ya Bu @susipudjiastuti ?",,Negatif
x730128795659689984,"@ernestprakasa @jokowi Setuju banget, dipersilahkan

@jokowi n @ernestprakasa jadi yg pertama di vaksin 

Ikhlas gw","diatehtulangik,dibawahtubumi",Negatif
x250969852,"@bayurhmwn Ntah kenapa dari awal, saya juga tidak mau di vaksin",Jakarta Utara,Negatif
x2408201468,"@txtdrpemerintah Loh kan bener, vaksinnya masih uji coba. Mereka jadi frontliner. Nanti masyarakat dikasih vaksin yang bpomnya belum jelas ribut lagi, atau gue yg salah nangkep?",Indonesia,Positif
x1265258445105590272,"@hipohan Belom diketahui kemamjurannya..? Sementara udh dibeli 1.2jt vaksin..? 

Trus gw mesti bilang apa ke bapak Presiden YTH..?",lhokseumawe Aceh - Jakarta,Negatif
x1383101672,"@corbuzier @ernestprakasa @jokowi Antara seneng udah ada vaksin sama takut, ini beneran bisa nyembuhin kaga..",,Negatif
x815936931804495872,"@tetesanjeruk @rafyliciouss @txtdrpemerintah Kalo vaksin yang dikasih ke dpr sama dikasih rakyat beda gimana <U+0001F605>

Kayak gatau pinternya dpr kita aja wkwk","Kota Surabaya, Jawa Timur",Negatif
x981999216,"Apa nggak sebaiknya tunggu negara pembuat vaksin test buat WN mereka sendiri.



This is not the beginning but the end.",Jakarta,Negatif
x1232980908338077697,@OposisiCerdas @WiewiexPalesti DiTaiwan jugA ada kasus nya malah Pai meninggal Tapi g tau kenapa mereka bisa bilang bukan karena vaksin corona entahlah hnya mas2 indomaret yg Tau,"Taipei City, Taiwan",Negatif
x126555916,"skrg kita tggu hsl final uji klinik fase 3 secara konklusif, baik dr biofarma, maupun dr bbrp negara lain peserta uji klinik fase 3 vaksin sinovac","Jakarta, Indonesia",Positif
x181027494,"@VaksinUntukKita Kalo soal vaksin gini, kenapa tu para pemimpin+pejabat negara ga rebutan minta duluan? Kemaren waktu rapid+swab pada pengen awal, coba gih sekarang vaksin duluan",,Negatif
x61603146,Sinovac Tegaskan Efektivitas Vaksin Covid-19 Belum Diketahui,,Positif
x774521427445678081,"@mamanxxxxxx @ChankDevil @txtdrpemerintah Vaksin itu ya bener kata masnya

D masukin virus atau racun ke dalam tubuh

Namun lemah, jadinya ntar tubuh kita tu imunnya kebentuk buat lawan tu virus

Jadinya kalo virusnya masuk lagi, tubuh kita dah punya pawangnya",,Positif
x2418374942,"@kompascom kalau belum tahu bermanfaat atau tidak, buat apa orang Indonesia disuruh pake vaksin ini???? Kok Tolol ya! apa Rakyat Indonesis mau dijadikan kelinci percobaan???",Indonesia buminya Allah,Negatif
x71164039,"peta di atas menggambarkan negara mana yg mau berbagi akses vaksin &amp; engga.



kemungkinan beberapa tempat yg menolak/<U+2718> memang kewalahan mengendalikan pandemi, meskipun bisa jadi ada alasan lain (profit dll).",,Negatif
x71164039,@RAKemal ada jg yg negara asal produsen vaksin yg emg udah ngekeep buat persediaan dlm negerinya krn di tmpt mrk pandemi blm terkontrol/bahkan ga mau terlibat kerja sama multilateral. wkwk rumit~,,Negatif
x161184075,"Di kasih Vaksin biar ""Kebal?""

Shut up!!!

Gua butuh Vaksin biar ""Immortal!!!""",,Negatif
x1328908884795224065,"@dipoalam49 @BangNapiMileni2 @RamliRizal @msaid_didu @FaisalBasri @ChatibBasri @emilsalim2010 RRC NYA SAKIT2AN, DISINI SEMANGAT IMPOR VAKSIN BODONG SEBAGAIMANA IMPOR VIRUS DARI NEGERI YG SAMA","Washington, DC",Negatif
x938752716,Setidaknya jadi uji coba vaksin corona yang belum jelas,"bantul, yogyakarta indonesia",Negatif
x1176680374530760704,"@geloraco Maka dari itu, mustinya pejabat pemerintahan yg d duluin suntik vaksin .",Jepang,Negatif
x212520382,@SandiiSukma Anjiing-__- suntik vaksin titan bae mending,,Negatif
x1151266681206894592,"asli galucu kalo tiba tiba abis vaksin corona langsung jadi mindless titan, kalo bisa mah pengen nawar jadi shifter titan.",,Negatif
x1214738922296635392,"@rafyliciouss @txtdrpemerintah emang si kepikiran buat rakyat duluan, kalo toh ini vaksin duit rakyat, ntar jangan2 rakyat ga kebagian :(",,Negatif
x926707636468199424,"@emma_mbemz @LisaAmartatara3 Vaksin saja dipalsukan....,pada hal itu urusan kesehatan dan nyawa generasi muda.

Apa lagi hanya sekedar informasi...

Apapun akan dilakukan oleh @LisaAmartatara3, asal dia mendapatkan keuntungan....

Meskipun itu HARAM.



Tuak beer...

<U+0001F37E><U+0001F377><U+0001F37A><U+0001F379><U+0001F378><U+0001F37B><U+0001F942><U+0001F37E>",<U+2764> of Ning,Negatif
x877107612319334401,"@ferdiriva Malah nggak tanya ke ybs, Dok. Dapet sertifikat gitu dia habis vaksin, tapi so far ybs nggak kenapa-napa habis vaksin masih sehat sampai sekarang. Udah 1-2 bulan yang lalu.",,Positif
x273968674,@KakekHalal tukang vaksin palsu jadi apa kek?,,Negatif
x15760735,"@oliviaherlinda @CISDI_ID Sama2 mbak. Concern saya scr umum adl info dr gov sendiri sering simpang siur soal vaksin ini, jd tidak jelas sebenarnya yg sudah dibeli yg mana. Kepmenkesnya jg misleading, menggabungkan antara yg sudah beres fase 3 (Pfizer, Moderna) dg yg sudah dibeli (Sinovac, Sinopharm).",Singapore,Positif
x1259006772477493249,mentangÂ² vaksin udh dateng ke indo bukan berarti udh bebas kemana mana <U+0001F62D><U+0001F62D>,,Positif
x195341246,@EnggalPMT Penyebab nya masih belum jelas bang. Apakah efek vaksin nya atau bukan bang.,"Solo, Surakarta",Negatif
x1324371292858929153,"@kuyabulus @fadlizon Beda dong dengan manusia yang sudah di vaksin Darah PKI.

Kepentingan kelompok bagi mereka No. 1

Agama No. 221","DKI Jakarta, Indonesia",Negatif
x2478960254,"@SaveMoslem1 Ini adalah usaha meng indo-chinakan RI

.dgn cara membunuh rakyat melalui vaksin...yg notabene blum terbukti keampuhannya...semua sdh di skenariokan oleh para taipan .yg sdh menggelontorkan uang untuk pemerintah..info ngasal valid.",Indonesia,Negatif
x126250914,@williamwanane Aku takut di vaksin kak :( itu bener gg sih yg di china ada 10 orang abis di sinovac langsung det ??,"Papua, Indonesia",Negatif
x566110997,"Pengagungan berhala, lewat

Pengagungan KKN, akut terjadi

Pengagungan kepala daerah, sering terjadi

Pengagungan tokoh ormas, masih terjadi

Pengagungan vaksin, on progress",,Negatif
x930485690156032000,"@susipudjiastuti Jadi VAKSIN MENAIKKAN GAJI Kementerian &amp; Lembaga tertentu cuma pemborosan oleh SMI gagal total, virus makin ganas &amp; meluas.",,Negatif
x771778046,"1. Pandemi jadi lebih lama.



Benar dikata, vaksin adalah fasilitas penunjang keselamatan untuk semua rakyat, bukan sekadar pertimbangan jual beli, namun memang kekebalan kolektif / herd immunity, hanya bisa dicapai apabila pemerintah bisa memastikan seluruh rakyat divaksin.",,Positif
x771778046,"-penularan masih tinggi apabila program vaksinasi setengah setengah bahkan dikomersialkan.



3. (yang paling saya takutkan) Mutasi menjadi beda strain.



Dengan tidak diadakannya vaksin yg gratis, bisa menyebabkan banyak rakyat tidak tervaksinasi tetap terancam tertular Covid-19,",,Positif
x771778046,"2. Sudah divaksin bukan jaminan aman, apabila disekitar masih ada yang belum bisa vaksin.



Tidak terbentuknya herd immunity bisa merugikan, bahkan pada yg sudah divaksin, karena masih banyak yg belum diketahui mengenai SARS-COV-2, mungkin saja dengan vaksin antibodi bisa muncul-",,Positif
x771778046,"Apabila masih ada rakyat yang kesulitan mendapat vaksin lantaran harus beli, maka akan sulit herd immunity ini tercapai. Akan sulit pula pandemi ini klar dari negara kita.",,Positif
x771778046,"apalagi SARS-CoV-2 yang RNA virus, RNA cenderung lebih tidak stabil dan mudah mutasi. Yang paling menakutkan adalah, mutasi yang membentuk strain resisten terhadap antibodi yang ditrigger vaksin, hal ini bisa menyebabkan vaksinasi bahkan tingkat dunia, bisa gagal.",,Positif
x771778046,"Vaksin bukan sekedar jual beli pak @jokowi, jangan bodoh. Untuk keselamatan bersama, gratiskan vaksin untuk semua.",,Negatif
x1159860055761547264,"Lol kita semua tahu selain dari frontliners, golongan mana akan dapat vaksin dulu <U+0001F440><U+0001F92D><U+0001F60B><U+0001F60F>",.,Negatif
x1035818994622590976,"Sembako; 10rb/pack

Vaksin?",Uzbekistan,Negatif
x308820775,"Baru ngecek kaef.

Anjir juga asing ini ya, begitu vaksin udah sampe, gak heboh lagi, langsung pada kabur:)","Yogyakarta, Indonesia",Negatif
x1300017425639849984,"@KompasTV Saya gk peduli halal-haramnya saya non muslim, yang saya pedulikan apa vaksin ini sudah di jamin aman?, atau memang di paksa make karena keburu nyari Duit?,,, saya gak nudu loh ya jangan mudah tersinggung kalo jadi Mentri atau pejabat public emang resikonya ada pro-kontra",,Negatif
x468085937,@kompascom Jubir Sinovac ngomong gitu bener tuh..? Lah..kok disini pede amat dibangga banggain.. Horang kaya beli vaksin sebanyak itu.. Ngeri jugaa kitanyaa..,,Negatif
x1309880440233181184,"@ghwijaya @mangeki Nd akan kq Pak.. tenang aja.. sudah lewat tahap 1-2, yg perlu dipikir cold chain.. ini masalah lebih serius.. vaksin bisa jadi kacau kalau cold chain ga dipersiapin dengan matang.. kasus vaksin Korsel gegara kegagalan cold chain..",,Positif
x1306460376150626305,"@txtdrpemerintah Daripada buang2 vaksin buat tikus, kenapa nggak diracun aja?",,Negatif
x1306460376150626305,@ChankDevil @txtdrpemerintah Vaksin tuh malah bikin kebal dari penyakit bapak <U+0001F634>,,Positif
x102926399,"@EnggalPMT Kemungkinannya setelah disuntik Vaksin;



1. Vaksin Ampuh + No Side Effect

2. Vaksin Ampuh + Side effect

3. Vaksin Tidak Ampuh + No Side Effect

4. Vaksin Tidak Ampuh + Side Effect.",New World Order,Negatif
x1174929155869118464,"@EnggalPMT Kalo made in China ogah.

Gw nunggu vaksin pfizer BioNTech.",Nusantara,Negatif
x1036032158488391682,@nahdlatululama @fadjroeL @saidaqil banser paling utama harus di vaksin ni pak ya. pasukan garis depan harus sehat selalu,,Positif
x933278349228568577,@karaktertersisa @geloraco Mesin pencetak uang tercepat di dunia = vaksin,Usa,Negatif
x73858763,@kumparan @susipudjiastuti Wkwkwk..warga negara tiongkok aja ogan vaksin dari negara sendiri,"ÃœT: -2.982697,104.733522",Negatif
x420987478,"mensos korupsi bansos, menteri ikan korupsi juga, sekarang penembakan brutal ke FPI. 



ayo dong besok korupsi vaksin biar gue menang taruhan hehehe.",,Negatif
x351425631,@mamanxxxxxx @txtdrpemerintah Vaksin kan emang racun,DreamVille,Negatif
x86696325,"@tiffanydinov Ini klo diusut lebih dalem mungkin ada korupsi gak yaah di dalemnya.. pemilihan vaksin gini di pemerintah pake tender apa gak yaah? Wkwk gue penasaran.



Iya indo doang yg mesen, udah gitu beritanya sinovac untuk nakes kaan.. yaa banyak yg pada kagak mau sih klo gini <U+0001F602>",Indonesia,Negatif
x86696325,"@tiffanydinov Yayaya tender di negeri para bedebah aja bisa diatur siapa pemenangnya yah.. hoho tak heran lah~



Kasiaan amat yaak... Yg dikorbanin malah aparat pemerintah &amp; nakes.



Semoga kita sehat selalu tanpa perlu pake vaksin deh yaaak hahaaha",Indonesia,Negatif
x1139944279550222336,@Eno_Bening Takut karena belum teruji penggunaannya seperti vaksin polio contohnya,,Positif
x1139944279550222336,"@helmylh_ @Eno_Bening Sorry bro aku kurang jelas nyampeinnya, maksudku aku takut make vaksin covid ini, gak kek vaksin polio yang udah teruji",,Negatif
x1139944279550222336,@_seleraku_ @Eno_Bening Maksud aku vaksin covid yang belum jelas pengujiannya gak kek vaksin polio yang udah jelas teruji dan dipakai,,Negatif
x92433842,@RizaRidho vaksinasi mandiri ini yg beli sendiri apa melakukan vaksin sendiri om? ktnya tiap faskes yg melayani vaksin maksimal 10-15 org perhari,KalselTeng,Positif
x1166055788139335680,dan lebih-lebih lebih gila lgi vaksin anti virus ini sdah ada ktika vrus tsb dibuat,"Bandung, Jawa Barat",Negatif
x1290254050047320064,"Bayangkan orang orang yg di vaksin jadi zombie, terus ngejar kalian, mau sembunyi dimana?",,Negatif
x1248321610488020993,"@jokoanwar Yg paling penting harga murah lord, soal hasil itu pikir belakang, penting cuan aja gitu, toh ada istilah OTG yang sangat aneh, bsk mungkin ada sertifikat vaksin kalo udah di vaksin andai sakit yang bergejala Covid bakal di anggap sakit yang lain.. so simple",,Negatif
x262129909,"@kumparan Ya harus berbarengan sih, Presiden, wapres, menteri dan dokter2 harus didahulukan. Tidak usah ragu untuk vaksin <U+263A><U+FE0F>",Jakarta,Positif
x262129909,"@kompascom Ayo om @PBIDI kampanye agar nakes dan Pejabat mau di vaksin covid19 buatan Sinovac, karena kalianlah Garda terdepan menghadapi pasien. Kami yg masyarakat awam belakangan saja <U+0001F64F>



Yang setuju mohon like ya <U+0001F64F>

Kita berharap agar covid19 ini segera hilang dari INDONESIA",Jakarta,Positif
x262129909,@inisifani dokter2 yg diutamakan dong untuk di vaksin karena Garda terdepan menghadapi pasien <U+0001F64F>,Jakarta,Positif
x72275848,Alhamdulillah Inggris dan Rusia sudah mulai vaksin covid ke nakes dll. Semoga cepat kembali normal <U+0001F64F>,,Positif
x1039409827,Vaksin injeksi yang saling tidak tau menau.. goblok,"Sidoarjo, Jawa Timur",Negatif
x3191381916,@ernestprakasa @jokowi Kaga ada yg ngarepin vaksin bang,tiang listrik,Negatif
x1086809586537947138,"@wrongwaykid_ @txtdrpemerintah jujur sebagai orang yg setuju sama wajib vaksin, gua pun bingung ini tuh beneran atau meme editan :"")",somewhere only we know,Positif
x1086809586537947138,"@GalGatot_ @ardrabyasa @wrongwaykid_ @txtdrpemerintah Dan setau gua (cmiiw) emang belum ada vaksin yg diuji klinis gt de, distribusi saat ini itu jatohnya distribusi darurat gt,,,,, gatau lah gua percaya sama kerjanya peneliti aja. Gua juga gapunya kapasitas buat mutusin vaksinnya hoax apa kaga, jadi yaaaaaaa,,,",somewhere only we know,Positif
x1586163818,@txtdrpemerintah Gejalanya dibuat semakin aneh agar semuanya merasakan wajib vaksin atau malah dipake buat ujicoba <U+0001F606><U+0001F606>,Soul Society,Negatif
x1097737867961393152,"@txtdrpemerintah Points 1 sampai 8 masaalahku 5 tahun terakhir, dan saya rasa mayoritas mahasiswa merasakan ini semua..sudahlah kt tak punya uang beli vaksin",,Negatif
x904019126,"@yuyungondrong Sinovac itu udah di uji klinis, namun pasien untuk uji klinis di negara asalnya tidak memenuhi angka minimal uji klinis BPOM. Jadi BPOM masih mempertimbangkan vaksin tsb untuk masuk indo. Pengujian uji klinis sendiri itu lama",Jakarta,Negatif
x1032217402874818562,"@txtdrpemerintah abis jd tikus berdasi coba vaksin duluan eh malah gagal vaksinnya, instan karma",,Negatif
x446383479,"@Ronnie_Rusli Meski sudah divaksin, tetap perlu protokol sehat.

Tidak divaksin, juga perlu protokol sehat.



Jadi.

Santai saja nunggu Vaksin. Karena tidak sepenting protokol kesehatan.",,Positif
x1163968996808380416,@raflypaza eh anjir yak bapak gua mau daftarin gua vaksin kagak mau anjirr,|<U+261C><U+FE0E>knockturn alley|,Negatif
x843455665943150592,Semua lapisan tenaga pendidik menjadi prioritas ke-empat sebagai penerima vaksin Covid-19.,"Jakarta Capital Region, Indone",Positif
x1337033808965586948,@qorygore Buang vaksin nya,,Negatif
x358642789,@theeseses @txtdrpemerintah asyikk seru mari vaksin,,Positif
x1044591906041155586,"Nanti kalo vaksin cvd udah terbukti aman buat manusia

Kira2 buat di warga indo dapetinnya susah ga ya?",,Positif
x153363447,@saydhusenattos iyah dari kemarin merasa aneh ajah ama vaksin sinovac gak ada berita mengenai iji klinisnya,Indonesia,Negatif
x83799892,Pdhl udh di sogok eskyim. Trs iyaaiyaa mau di vaksin setelah eskrim abis. Pas eskrim abis mau kabur ketangkep satpam <U+263A><U+FE0F>,,Negatif
x1312578566794604546,"@devensife jadi intinya klo ga vaksin menyeluruh, corona tetap ada. <U+0001F62D>",Erangel,Positif
x1113453341697224704,@CNNIndonesia Kehadiran Vaksin yang belum ada hasil uji klinisnya bukti komitmen Pemerintah Wakanda,,Negatif
x481148159,@PartaiSocmed Iya .. kenapa harus buru buru janji sih. Wong itu beyond our control. Ga perlu banget janji vaksin dateng tanggal 15 november. Masa kita janji atas kerjaan orang diluar kontrol kita,Jakarta,Negatif
x1111259501682778117,@txtdrpemerintah hahaha biar vaksin laku yaa,Surabaya,Negatif
x1250841224560304128,@warmchamomilee Saya nda bakal vaksin punya china hahahh,,Negatif
x157627763,Diri sendiri ngandelin daya tahan tubuh aja (utk sementara). Karena pasti sulit buat bayar vaksin mahal dlm kondisi ekonomi lagi morat-marit kek gini.,"Bekasi, Indonesia",Negatif
